Campus,Curso,Periodo_dia,Horario,Semestre,Dia,Periodo_Aula,Tipo_Curso,Materia,Professor,Observacao,Semestre_Curso
MIRASOL,LCE,NOITE,4.0,3.0,SEGUNDA,NOTURNO,NOTURNO,CALCULO INTEGRAL LCE131,BACALHAU,,3_LCE
MIRASOL,LCE,TARDE,5.0,3.0,TERCA,VESPERTINO,NOTURNO,PRATICAS III LCE137,BATISTA,HORARIO DAS 17H30,3_LCE
MIRASOL,LCE,NOITE,1.0,3.0,TERCA,NOTURNO,NOTURNO,FISICA III PP005,BATISTA,,3_LCE
MIRASOL,LCE,NOITE,2.0,3.0,TERCA,NOTURNO,NOTURNO,FISICA III PP005,BATISTA,,3_LCE
MIRASOL,LCE,NOITE,3.0,3.0,TERCA,NOTURNO,NOTURNO,FISICA III PP005,BATISTA,,3_LCE
MIRASOL,LCE,NOITE,4.0,3.0,TERCA,NOTURNO,NOTURNO,FISICA III PP005,BATISTA,,3_LCE
MIRASOL,LCE,NOITE,1.0,3.0,QUARTA,NOTURNO,NOTURNO,QUIMICA III LCE132,TALAL,,3_LCE
MIRASOL,LCE,NOITE,2.0,3.0,QUARTA,NOTURNO,NOTURNO,QUIMICA III LCE132,TALAL,,3_LCE
MIRASOL,LCE,NOITE,3.0,3.0,QUARTA,NOTURNO,NOTURNO,QUIMICA III LCE132,TALAL,,3_LCE
MIRASOL,LCE,NOITE,4.0,3.0,QUARTA,NOTURNO,NOTURNO,QUIMICA III LCE132,TALAL,,3_LCE
MIRASOL,LCE,NOITE,1.0,3.0,QUINTA,NOTURNO,NOTURNO,COMPUTACAO II LCE133,ROGERIO,,3_LCE
MIRASOL,LCE,NOITE,2.0,3.0,QUINTA,NOTURNO,NOTURNO,COMPUTACAO II LCE133,ROGERIO,,3_LCE
MIRASOL,LCE,NOITE,3.0,3.0,QUINTA,NOTURNO,NOTURNO,CALCULO INTEGRAL LCE131,BACALHAU,,3_LCE
MIRASOL,LCE,NOITE,4.0,3.0,QUINTA,NOTURNO,NOTURNO,CALCULO INTEGRAL LCE131,BACALHAU,,3_LCE
MIRASOL,LCE,NOITE,5.0,3.0,QUINTA,NOTURNO,NOTURNO,EAD HISTORIA FILOSOFIA E ENSINO LCE135,JEINNI,EAD,3_LCE
MIRASOL,LCE,NOITE,1.0,3.0,SEXTA,NOTURNO,NOTURNO,METODOLOGIA CIENTIFICA LCE136,JEINNI,,3_LCE
MIRASOL,LCE,NOITE,2.0,3.0,SEXTA,NOTURNO,NOTURNO,HISTORIA FILOSOFIA E ENSINO LCE135,JEINNI,,3_LCE
MIRASOL,LCE,NOITE,5.0,3.0,SEXTA,NOTURNO,NOTURNO,EAD METODOLOGIA CIENTIFICA LCE136,JEINNI,,3_LCE
MIRASOL,LCEFISICA,NOITE,3.0,5.0,SEGUNDA,NOTURNO,NOTURNO,OPTATIVA I TOPICOS ESPECIAIS I LCE911,ELIANE,OPTATIVA,5_LCEFISICA
MIRASOL,LCEFISICA,NOITE,4.0,5.0,SEGUNDA,NOTURNO,NOTURNO,OPTATIVA I TOPICOS ESPECIAIS I LCE911,ELIANE,OPTATIVA,5_LCEFISICA
MIRASOL,LCEFISICA,NOITE,1.0,5.0,TERCA,NOTURNO,NOTURNO,FISICA EXPERIMENTAL I CEM347,EMIR,,5_LCEFISICA
MIRASOL,LCEFISICA,NOITE,2.0,5.0,TERCA,NOTURNO,NOTURNO,FISICA EXPERIMENTAL I CEM347,EMIR,,5_LCEFISICA
MIRASOL,LCEFISICA,NOITE,3.0,5.0,TERCA,NOTURNO,NOTURNO,FISICA EXPERIMENTAL I CEM347,EMIR,,5_LCEFISICA
MIRASOL,LCEFISICA,NOITE,4.0,5.0,TERCA,NOTURNO,NOTURNO,FISICA EXPERIMENTAL I CEM347,EMIR,,5_LCEFISICA
MIRASOL,LCEFISICA,NOITE,1.0,5.0,QUARTA,NOTURNO,NOTURNO,OPTATIVA II TOPICOS ESPECIAIS II LCE912,ELIZABETE,OPTATIVA,5_LCEFISICA
MIRASOL,LCEFISICA,NOITE,2.0,5.0,QUARTA,NOTURNO,NOTURNO,OPTATIVA II TOPICOS ESPECIAIS II LCE912,ELIZABETE,OPTATIVA,5_LCEFISICA
MIRASOL,LCEFISICA,NOITE,1.0,5.0,QUINTA,NOTURNO,NOTURNO,PRATICA PEDAGOGICA DO ENSINO CEM335,VALDIR,COMUM ENTRE LCE,5_LCEFISICA
MIRASOL,LCEFISICA,NOITE,2.0,5.0,QUINTA,NOTURNO,NOTURNO,PRATICA PEDAGOGICA DO ENSINO CEM335,VALDIR,COMUM ENTRE LCE,5_LCEFISICA
MIRASOL,LCEFISICA,NOITE,3.0,5.0,QUINTA,NOTURNO,NOTURNO,DIDATICA DAS CIENCIAS CEM334,JEINNI,COMUM ENTRE LCE,5_LCEFISICA
MIRASOL,LCEFISICA,NOITE,4.0,5.0,QUINTA,NOTURNO,NOTURNO,DIDATICA DAS CIENCIAS CEM334,JEINNI,COMUM ENTRE LCE,5_LCEFISICA
MIRASOL,LCEFISICA,NOITE,5.0,5.0,QUINTA,NOTURNO,NOTURNO,ESTAGIO CIENCIAS I CEM336,JEINNI,COMUM ENTRE LCE,5_LCEFISICA
MIRASOL,LCEFISICA,NOITE,3.0,5.0,SEXTA,NOTURNO,NOTURNO,DIVULGACAO CIENTIFICA CEM326,ELIANE,COMUM ENTRE LCE,5_LCEFISICA
MIRASOL,LCEFISICA,NOITE,4.0,5.0,SEXTA,NOTURNO,NOTURNO,DIVULGACAO CIENTIFICA CEM326,ELIANE,COMUM ENTRE LCE,5_LCEFISICA
MIRASOL,LCEFISICA,NOITE,5.0,5.0,SEXTA,NOTURNO,NOTURNO,ESTAGIO CIENCIAS I CEM336,JEINNI,COMUM ENTRE LCE,5_LCEFISICA
MIRASOL,LCEMATEMATICA,NOITE,1.0,5.0,SEGUNDA,NOTURNO,NOTURNO,OPTATIVA I TOPICOS ESPECIAIS I LCE911,,OPTATIVA,5_LCEMATEMATICA
MIRASOL,LCEMATEMATICA,NOITE,2.0,5.0,SEGUNDA,NOTURNO,NOTURNO,OPTATIVA I TOPICOS ESPECIAIS I LCE911,,OPTATIVA,5_LCEMATEMATICA
MIRASOL,LCEMATEMATICA,NOITE,1.0,5.0,TERCA,NOTURNO,NOTURNO,MATEMATICA V CEM306,BACALHAU,,5_LCEMATEMATICA
MIRASOL,LCEMATEMATICA,NOITE,2.0,5.0,TERCA,NOTURNO,NOTURNO,MATEMATICA V CEM306,BACALHAU,,5_LCEMATEMATICA
MIRASOL,LCEMATEMATICA,NOITE,3.0,5.0,TERCA,NOTURNO,NOTURNO,MATEMATICA V CEM306,BACALHAU,,5_LCEMATEMATICA
MIRASOL,LCEMATEMATICA,NOITE,4.0,5.0,TERCA,NOTURNO,NOTURNO,MATEMATICA V CEM306,BACALHAU,,5_LCEMATEMATICA
MIRASOL,LCEMATEMATICA,NOITE,1.0,5.0,QUARTA,NOTURNO,NOTURNO,GEOMETRIA E CONSTRUCOES CEM319,ALEX,,5_LCEMATEMATICA
MIRASOL,LCEMATEMATICA,NOITE,2.0,5.0,QUARTA,NOTURNO,NOTURNO,GEOMETRIA E CONSTRUCOES CEM319,ALEX,,5_LCEMATEMATICA
MIRASOL,LCEMATEMATICA,NOITE,3.0,5.0,QUARTA,NOTURNO,NOTURNO,GEOMETRIA E CONSTRUCOES CEM319,ALEX,,5_LCEMATEMATICA
MIRASOL,LCEMATEMATICA,NOITE,4.0,5.0,QUARTA,NOTURNO,NOTURNO,GEOMETRIA E CONSTRUCOES CEM319,ALEX,,5_LCEMATEMATICA
MIRASOL,LCEMATEMATICA,NOITE,1.0,5.0,QUINTA,NOTURNO,NOTURNO,PRATICA PEDAGOGICA DO ENSINO CEM335,VALDIR,COMUM ENTRE LCE,5_LCEMATEMATICA
MIRASOL,LCEMATEMATICA,NOITE,2.0,5.0,QUINTA,NOTURNO,NOTURNO,PRATICA PEDAGOGICA DO ENSINO CEM335,VALDIR,COMUM ENTRE LCE,5_LCEMATEMATICA
MIRASOL,LCEMATEMATICA,NOITE,3.0,5.0,QUINTA,NOTURNO,NOTURNO,DIDATICA DAS CIENCIAS CEM334,JEINNI,COMUM ENTRE LCE,5_LCEMATEMATICA
MIRASOL,LCEMATEMATICA,NOITE,4.0,5.0,QUINTA,NOTURNO,NOTURNO,DIDATICA DAS CIENCIAS CEM334,JEINNI,COMUM ENTRE LCE,5_LCEMATEMATICA
MIRASOL,LCEMATEMATICA,NOITE,5.0,5.0,QUINTA,NOTURNO,NOTURNO,ESTAGIO CIENCIAS I CEM336,JEINNI,COMUM ENTRE LCE,5_LCEMATEMATICA
MIRASOL,LCEMATEMATICA,NOITE,1.0,5.0,SEXTA,NOTURNO,NOTURNO,DIVULGACAO CIENTIFICA CEM326,ELIANE,COMUM ENTRE LCE,5_LCEMATEMATICA
MIRASOL,LCEMATEMATICA,NOITE,2.0,5.0,SEXTA,NOTURNO,NOTURNO,DIVULGACAO CIENTIFICA CEM326,ELIANE,COMUM ENTRE LCE,5_LCEMATEMATICA
MIRASOL,LCEMATEMATICA,NOITE,5.0,5.0,SEXTA,NOTURNO,NOTURNO,ESTAGIO CIENCIAS I CEM336,JEINNI,COMUM ENTRE LCE,5_LCEMATEMATICA
MIRASOL,LCEQUIMICA,NOITE,1.0,5.0,SEGUNDA,NOTURNO,NOTURNO,QUIMICA ORGANICA I CEM357,TALAL,,5_LCEQUIMICA
MIRASOL,LCEQUIMICA,NOITE,2.0,5.0,SEGUNDA,NOTURNO,NOTURNO,QUIMICA ORGANICA I CEM357,TALAL,,5_LCEQUIMICA
MIRASOL,LCEQUIMICA,NOITE,3.0,5.0,SEGUNDA,NOTURNO,NOTURNO,QUIMICA ORGANICA I CEM357,TALAL,,5_LCEQUIMICA
MIRASOL,LCEQUIMICA,NOITE,4.0,5.0,SEGUNDA,NOTURNO,NOTURNO,QUIMICA ORGANICA I CEM357,TALAL,,5_LCEQUIMICA
MIRASOL,LCEQUIMICA,NOITE,1.0,5.0,TERCA,NOTURNO,NOTURNO,QUIMICA ANALITICA I CEM358,PEDRO,,5_LCEQUIMICA
MIRASOL,LCEQUIMICA,NOITE,2.0,5.0,TERCA,NOTURNO,NOTURNO,QUIMICA ANALITICA I CEM358,PEDRO,,5_LCEQUIMICA
MIRASOL,LCEQUIMICA,NOITE,3.0,5.0,TERCA,NOTURNO,NOTURNO,QUIMICA ANALITICA I CEM358,PEDRO,,5_LCEQUIMICA
MIRASOL,LCEQUIMICA,NOITE,4.0,5.0,TERCA,NOTURNO,NOTURNO,QUIMICA ANALITICA I CEM358,PEDRO,,5_LCEQUIMICA
MIRASOL,LCEQUIMICA,NOITE,1.0,5.0,QUARTA,NOTURNO,NOTURNO,OPTATIVA II TOPICOS ESPECIAIS II LCE912,,OPTATIVA,5_LCEQUIMICA
MIRASOL,LCEQUIMICA,NOITE,2.0,5.0,QUARTA,NOTURNO,NOTURNO,OPTATIVA II TOPICOS ESPECIAIS II LCE912,,OPTATIVA,5_LCEQUIMICA
MIRASOL,LCEQUIMICA,NOITE,1.0,5.0,QUINTA,NOTURNO,NOTURNO,PRATICA PEDAGOGICA DO ENSINO CEM335,VALDIR,COMUM ENTRE LCE,5_LCEQUIMICA
MIRASOL,LCEQUIMICA,NOITE,2.0,5.0,QUINTA,NOTURNO,NOTURNO,PRATICA PEDAGOGICA DO ENSINO CEM335,VALDIR,COMUM ENTRE LCE,5_LCEQUIMICA
MIRASOL,LCEQUIMICA,NOITE,3.0,5.0,QUINTA,NOTURNO,NOTURNO,DIDATICA DAS CIENCIAS CEM334,JEINNI,COMUM ENTRE LCE,5_LCEQUIMICA
MIRASOL,LCEQUIMICA,NOITE,4.0,5.0,QUINTA,NOTURNO,NOTURNO,DIDATICA DAS CIENCIAS CEM334,JEINNI,COMUM ENTRE LCE,5_LCEQUIMICA
MIRASOL,LCEQUIMICA,NOITE,5.0,5.0,QUINTA,NOTURNO,NOTURNO,ESTAGIO CIENCIAS I CEM336,JEINNI,COMUM ENTRE LCE,5_LCEQUIMICA
MIRASOL,LCEQUIMICA,NOITE,1.0,5.0,SEXTA,NOTURNO,NOTURNO,DIVULGACAO CIENTIFICA CEM326,ELIANE,COMUM ENTRE LCE,5_LCEQUIMICA
MIRASOL,LCEQUIMICA,NOITE,2.0,5.0,SEXTA,NOTURNO,NOTURNO,DIVULGACAO CIENTIFICA CEM326,ELIANE,COMUM ENTRE LCE,5_LCEQUIMICA
MIRASOL,LCEQUIMICA,NOITE,5.0,5.0,SEXTA,NOTURNO,NOTURNO,ESTAGIO CIENCIAS I CEM336,JEINNI,COMUM ENTRE LCE,5_LCEQUIMICA
MIRASOL,LCEFISICA,NOITE,1.0,7.0,SEGUNDA,NOTURNO,NOTURNO,FISICA EXPERIMENTAL III CEM349,VALDIR,,7_LCEFISICA
MIRASOL,LCEFISICA,NOITE,2.0,7.0,SEGUNDA,NOTURNO,NOTURNO,FISICA EXPERIMENTAL III CEM349,VALDIR,,7_LCEFISICA
MIRASOL,LCEFISICA,NOITE,3.0,7.0,SEGUNDA,NOTURNO,NOTURNO,FISICA EXPERIMENTAL III CEM349,VALDIR,,7_LCEFISICA
MIRASOL,LCEFISICA,NOITE,4.0,7.0,SEGUNDA,NOTURNO,NOTURNO,FISICA EXPERIMENTAL III CEM349,VALDIR,,7_LCEFISICA
MIRASOL,LCEFISICA,NOITE,1.0,7.0,TERCA,NOTURNO,NOTURNO,FISICA MODERNA I CEM352,CASSIO,,7_LCEFISICA
MIRASOL,LCEFISICA,NOITE,2.0,7.0,TERCA,NOTURNO,NOTURNO,FISICA MODERNA I CEM352,CASSIO,,7_LCEFISICA
MIRASOL,LCEFISICA,NOITE,3.0,7.0,TERCA,NOTURNO,NOTURNO,FISICA MODERNA I CEM352,CASSIO,,7_LCEFISICA
MIRASOL,LCEFISICA,NOITE,4.0,7.0,TERCA,NOTURNO,NOTURNO,FISICA MODERNA I CEM352,CASSIO,,7_LCEFISICA
MIRASOL,LCEFISICA,NOITE,1.0,7.0,QUARTA,NOTURNO,NOTURNO,OPTATIVA II TOPICOS ESPECIAIS II LCE912,,OPTATIVA,7_LCEFISICA
MIRASOL,LCEFISICA,NOITE,2.0,7.0,QUARTA,NOTURNO,NOTURNO,OPTATIVA II TOPICOS ESPECIAIS II LCE912,,OPTATIVA,7_LCEFISICA
MIRASOL,LCEFISICA,NOITE,1.0,7.0,QUINTA,NOTURNO,NOTURNO,PRATICA PEDAGOGICA DE FISICA CEM355,VALDIR,,7_LCEFISICA
MIRASOL,LCEFISICA,NOITE,2.0,7.0,QUINTA,NOTURNO,NOTURNO,PRATICA PEDAGOGICA DE FISICA CEM355,VALDIR,,7_LCEFISICA
MIRASOL,LCEFISICA,NOITE,3.0,7.0,QUINTA,NOTURNO,NOTURNO,PRATICA PEDAGOGICA DE FISICA CEM355,VALDIR,,7_LCEFISICA
MIRASOL,LCEFISICA,NOITE,4.0,7.0,QUINTA,NOTURNO,NOTURNO,PRATICA PEDAGOGICA DE FISICA CEM355,VALDIR,,7_LCEFISICA
MIRASOL,LCEFISICA,NOITE,5.0,7.0,QUINTA,NOTURNO,NOTURNO,ESTAGIO FISICA II CEM399,VALDIR,,7_LCEFISICA
MIRASOL,LCEFISICA,NOITE,3.0,7.0,SEXTA,NOTURNO,NOTURNO,ESTAGIO FISICA I CEM363,VALDIR,,7_LCEFISICA
MIRASOL,LCEFISICA,NOITE,4.0,7.0,SEXTA,NOTURNO,NOTURNO,ESTAGIO FISICA I CEM363,VALDIR,,7_LCEFISICA
MIRASOL,LCEFISICA,NOITE,5.0,7.0,SEXTA,NOTURNO,NOTURNO,ESTAGIO FISICA II CEM399,VALDIR,,7_LCEFISICA
MIRASOL,LCEMATEMATICA,NOITE,1.0,7.0,SEGUNDA,NOTURNO,NOTURNO,TEORIA DOS NUMEROS CEM322,BORGES,,7_LCEMATEMATICA
MIRASOL,LCEMATEMATICA,NOITE,2.0,7.0,SEGUNDA,NOTURNO,NOTURNO,TEORIA DOS NUMEROS CEM322,BORGES,,7_LCEMATEMATICA
MIRASOL,LCEMATEMATICA,NOITE,3.0,7.0,SEGUNDA,NOTURNO,NOTURNO,ANALISE CEM324,BORGES,,7_LCEMATEMATICA
MIRASOL,LCEMATEMATICA,NOITE,4.0,7.0,SEGUNDA,NOTURNO,NOTURNO,ANALISE CEM324,BORGES,,7_LCEMATEMATICA
MIRASOL,LCEMATEMATICA,NOITE,1.0,7.0,TERCA,NOTURNO,NOTURNO,ESTAGIO MATEMATICA I CEM343,SELMA,,7_LCEMATEMATICA
MIRASOL,LCEMATEMATICA,NOITE,2.0,7.0,TERCA,NOTURNO,NOTURNO,ESTAGIO MATEMATICA I CEM343,SELMA,,7_LCEMATEMATICA
MIRASOL,LCEMATEMATICA,NOITE,1.0,7.0,QUARTA,NOTURNO,NOTURNO,TEORIA DOS NUMEROS CEM322,BORGES,,7_LCEMATEMATICA
MIRASOL,LCEMATEMATICA,NOITE,2.0,7.0,QUARTA,NOTURNO,NOTURNO,TEORIA DOS NUMEROS CEM322,BORGES,,7_LCEMATEMATICA
MIRASOL,LCEMATEMATICA,NOITE,3.0,7.0,QUARTA,NOTURNO,NOTURNO,ANALISE CEM324,BORGES,,7_LCEMATEMATICA
MIRASOL,LCEMATEMATICA,NOITE,4.0,7.0,QUARTA,NOTURNO,NOTURNO,ANALISE CEM324,BORGES,,7_LCEMATEMATICA
MIRASOL,LCEMATEMATICA,NOITE,1.0,7.0,QUINTA,NOTURNO,NOTURNO,PRATICA PEDAGOGICA MATEMATICA II CEM339,VALDIR,,7_LCEMATEMATICA
MIRASOL,LCEMATEMATICA,NOITE,2.0,7.0,QUINTA,NOTURNO,NOTURNO,PRATICA PEDAGOGICA MATEMATICA II CEM339,VALDIR,,7_LCEMATEMATICA
MIRASOL,LCEMATEMATICA,NOITE,3.0,7.0,QUINTA,NOTURNO,NOTURNO,PRATICA PEDAGOGICA MATEMATICA II CEM339,VALDIR,,7_LCEMATEMATICA
MIRASOL,LCEMATEMATICA,NOITE,4.0,7.0,QUINTA,NOTURNO,NOTURNO,PRATICA PEDAGOGICA MATEMATICA II CEM339,VALDIR,,7_LCEMATEMATICA
MIRASOL,LCEQUIMICA,NOITE,3.0,7.0,SEGUNDA,NOTURNO,NOTURNO,OPTATIVA I TOPICOS ESPECIAIS I LCE911,,OPTATIVA,7_LCEQUIMICA
MIRASOL,LCEQUIMICA,NOITE,4.0,7.0,SEGUNDA,NOTURNO,NOTURNO,OPTATIVA I TOPICOS ESPECIAIS I LCE911,,OPTATIVA,7_LCEQUIMICA
MIRASOL,LCEQUIMICA,NOITE,1.0,7.0,TERCA,NOTURNO,NOTURNO,PRATICA PEDAGOGICA QUIMICA II CEM362,GUILHERME,,7_LCEQUIMICA
MIRASOL,LCEQUIMICA,NOITE,2.0,7.0,TERCA,NOTURNO,NOTURNO,PRATICA PEDAGOGICA QUIMICA II CEM362,GUILHERME,,7_LCEQUIMICA
MIRASOL,LCEQUIMICA,NOITE,3.0,7.0,TERCA,NOTURNO,NOTURNO,PRATICA PEDAGOGICA QUIMICA II CEM362,GUILHERME,,7_LCEQUIMICA
MIRASOL,LCEQUIMICA,NOITE,4.0,7.0,TERCA,NOTURNO,NOTURNO,PRATICA PEDAGOGICA QUIMICA II CEM362,GUILHERME,,7_LCEQUIMICA
MIRASOL,LCEQUIMICA,NOITE,1.0,7.0,QUARTA,NOTURNO,NOTURNO,FISICOQUIMICA CEM365,HARUMI,,7_LCEQUIMICA
MIRASOL,LCEQUIMICA,NOITE,2.0,7.0,QUARTA,NOTURNO,NOTURNO,FISICOQUIMICA CEM365,HARUMI,,7_LCEQUIMICA
MIRASOL,LCEQUIMICA,NOITE,3.0,7.0,QUARTA,NOTURNO,NOTURNO,FISICOQUIMICA CEM365,HARUMI,,7_LCEQUIMICA
MIRASOL,LCEQUIMICA,NOITE,4.0,7.0,QUARTA,NOTURNO,NOTURNO,FISICOQUIMICA CEM365,HARUMI,,7_LCEQUIMICA
MIRASOL,LCEQUIMICA,NOITE,1.0,7.0,QUINTA,NOTURNO,NOTURNO,ESTAGIO QUIMICA I CEM364,GUILHERME,,7_LCEQUIMICA
MIRASOL,LCEQUIMICA,NOITE,2.0,7.0,QUINTA,NOTURNO,NOTURNO,ESTAGIO QUIMICA I CEM364,GUILHERME,,7_LCEQUIMICA
PONTAL,OCEANO,TARDE,1.0,1.0,SEGUNDA,VESPERTINO,INTEGRAL,INTRODUCAO A OCEANOGRAFIA QUIMICA,TATIANE,,1_OCEANO
PONTAL,OCEANO,TARDE,2.0,1.0,SEGUNDA,VESPERTINO,INTEGRAL,INTRODUCAO A OCEANOGRAFIA QUIMICA,TATIANE,,1_OCEANO
PONTAL,OCEANO,MANHA,1.0,1.0,TERCA,MATUTINO,INTEGRAL,INTRODUCAO A OCEANOGRAFIA BIOLOGICA,BERSANO,,1_OCEANO
PONTAL,OCEANO,MANHA,2.0,1.0,TERCA,MATUTINO,INTEGRAL,INTRODUCAO A OCEANOGRAFIA BIOLOGICA,HENRY,,1_OCEANO
PONTAL,OCEANO,MANHA,3.0,1.0,TERCA,MATUTINO,INTEGRAL,INTRODUCAO A OCEANOGRAFIA GEOLOGICA,LAMOUR,,1_OCEANO
PONTAL,OCEANO,MANHA,4.0,1.0,TERCA,MATUTINO,INTEGRAL,INTRODUCAO A OCEANOGRAFIA GEOLOGICA,LAMOUR,,1_OCEANO
PONTAL,OCEANO,TARDE,1.0,1.0,TERCA,VESPERTINO,INTEGRAL,INTRODUCAO A EXTENSAO UNIVERSITARIA,LILIAN,,1_OCEANO
PONTAL,OCEANO,TARDE,2.0,1.0,TERCA,VESPERTINO,INTEGRAL,INTRODUCAO A EXTENSAO UNIVERSITARIA,LILIAN,,1_OCEANO
PONTAL,OCEANO,MANHA,1.0,1.0,QUARTA,MATUTINO,INTEGRAL,ALGEBRA LINEAR,CENDON,,1_OCEANO
PONTAL,OCEANO,MANHA,2.0,1.0,QUARTA,MATUTINO,INTEGRAL,ALGEBRA LINEAR,CENDON,,1_OCEANO
PONTAL,OCEANO,MANHA,3.0,1.0,QUARTA,MATUTINO,INTEGRAL,ALGEBRA LINEAR,CENDON,,1_OCEANO
PONTAL,OCEANO,TARDE,1.0,1.0,QUARTA,VESPERTINO,INTEGRAL,INTRODUCAO A AREA SOCIOAMBIENTAL,LILIAN,,1_OCEANO
PONTAL,OCEANO,TARDE,2.0,1.0,QUARTA,VESPERTINO,INTEGRAL,INTRODUCAO A AREA SOCIOAMBIENTAL,LILIAN,,1_OCEANO
PONTAL,OCEANO,MANHA,1.0,1.0,QUINTA,MATUTINO,INTEGRAL,CALCULO DIFERENCIAL E INTEGRAL I,FARIA,,1_OCEANO
PONTAL,OCEANO,MANHA,2.0,1.0,QUINTA,MATUTINO,INTEGRAL,CALCULO DIFERENCIAL E INTEGRAL I,FARIA,,1_OCEANO
PONTAL,OCEANO,MANHA,3.0,1.0,QUINTA,MATUTINO,INTEGRAL,CALCULO DIFERENCIAL E INTEGRAL I,FARIA,,1_OCEANO
PONTAL,OCEANO,MANHA,4.0,1.0,QUINTA,MATUTINO,INTEGRAL,CALCULO DIFERENCIAL E INTEGRAL I,FARIA,,1_OCEANO
PONTAL,OCEANO,MANHA,1.0,1.0,SEXTA,MATUTINO,INTEGRAL,GEOMETRIA ANALITICA,CENDON,,1_OCEANO
PONTAL,OCEANO,MANHA,2.0,1.0,SEXTA,MATUTINO,INTEGRAL,GEOMETRIA ANALITICA,CENDON,,1_OCEANO
PONTAL,OCEANO,MANHA,3.0,1.0,SEXTA,MATUTINO,INTEGRAL,GEOMETRIA ANALITICA,CENDON,,1_OCEANO
PONTAL,OCEANO,TARDE,1.0,1.0,SEXTA,VESPERTINO,INTEGRAL,INTRODUCAO A OCEANOGRAFIA FISICA,DIANA,,1_OCEANO
PONTAL,OCEANO,TARDE,2.0,1.0,SEXTA,VESPERTINO,INTEGRAL,INTRODUCAO A OCEANOGRAFIA FISICA,DIANA,,1_OCEANO
PONTAL,OCEANO,MANHA,1.0,3.0,SEGUNDA,MATUTINO,INTEGRAL,DIVERSIDADE BIOLOGICA II,MAIKON,,3_OCEANO
PONTAL,OCEANO,MANHA,2.0,3.0,SEGUNDA,MATUTINO,INTEGRAL,DIVERSIDADE BIOLOGICA II,MAIKON,,3_OCEANO
PONTAL,OCEANO,TARDE,2.0,3.0,SEGUNDA,VESPERTINO,INTEGRAL,OCEANOGRAFIA BIOLOGICA I,BERSANO,,3_OCEANO
PONTAL,OCEANO,TARDE,3.0,3.0,SEGUNDA,VESPERTINO,INTEGRAL,OCEANOGRAFIA BIOLOGICA I,MAFRA,,3_OCEANO
PONTAL,OCEANO,TARDE,4.0,3.0,SEGUNDA,VESPERTINO,INTEGRAL,OCEANOGRAFIA BIOLOGICA I,MAIKON,,3_OCEANO
PONTAL,OCEANO,MANHA,1.0,3.0,TERCA,MATUTINO,INTEGRAL,ECOLOGIA GERAL,SIMONE,,3_OCEANO
PONTAL,OCEANO,MANHA,2.0,3.0,TERCA,MATUTINO,INTEGRAL,ECOLOGIA GERAL,SIMONE,,3_OCEANO
PONTAL,OCEANO,MANHA,3.0,3.0,TERCA,MATUTINO,INTEGRAL,ECOLOGIA GERAL,MAIKON,,3_OCEANO
PONTAL,OCEANO,MANHA,4.0,3.0,TERCA,MATUTINO,INTEGRAL,ECOLOGIA GERAL,MAIKON,,3_OCEANO
PONTAL,OCEANO,TARDE,1.0,3.0,TERCA,VESPERTINO,INTEGRAL,ESTATISTICA EXPERIMENTAL,SANDRINI,,3_OCEANO
PONTAL,OCEANO,TARDE,2.0,3.0,TERCA,VESPERTINO,INTEGRAL,ESTATISTICA EXPERIMENTAL,SANDRINI,,3_OCEANO
PONTAL,OCEANO,TARDE,3.0,3.0,TERCA,VESPERTINO,INTEGRAL,CARTOGRAFIA,DIANA,,3_OCEANO
PONTAL,OCEANO,TARDE,4.0,3.0,TERCA,VESPERTINO,INTEGRAL,CARTOGRAFIA,DIANA,,3_OCEANO
PONTAL,OCEANO,TARDE,5.0,3.0,TERCA,VESPERTINO,INTEGRAL,CARTOGRAFIA,DIANA,,3_OCEANO
PONTAL,OCEANO,MANHA,1.0,3.0,QUARTA,MATUTINO,INTEGRAL,DIVERSIDADE BIOLOGICA II,BERSANO,,3_OCEANO
PONTAL,OCEANO,MANHA,2.0,3.0,QUARTA,MATUTINO,INTEGRAL,DIVERSIDADE BIOLOGICA II,HENRY,,3_OCEANO
PONTAL,OCEANO,MANHA,3.0,3.0,QUARTA,MATUTINO,INTEGRAL,DIVERSIDADE BIOLOGICA II,BELZ,,3_OCEANO
MIRASOL,OCEANO,TARDE,1.0,3.0,QUARTA,VESPERTINO,INTEGRAL,FISICA EXPERIMENTAL II,EMIR,,3_OCEANO
MIRASOL,OCEANO,TARDE,2.0,3.0,QUARTA,VESPERTINO,INTEGRAL,FISICA EXPERIMENTAL II,EMIR,,3_OCEANO
PONTAL,OCEANO,MANHA,1.0,3.0,QUINTA,MATUTINO,INTEGRAL,FISICA II,CENDON,,3_OCEANO
PONTAL,OCEANO,MANHA,2.0,3.0,QUINTA,MATUTINO,INTEGRAL,FISICA II,CENDON,,3_OCEANO
PONTAL,OCEANO,MANHA,3.0,3.0,QUINTA,MATUTINO,INTEGRAL,FISICA II,CENDON,,3_OCEANO
PONTAL,OCEANO,MANHA,4.0,3.0,QUINTA,MATUTINO,INTEGRAL,FISICA II,CENDON,,3_OCEANO
PONTAL,OCEANO,TARDE,1.0,3.0,QUINTA,VESPERTINO,INTEGRAL,QUIMICA I,HARUMI,,3_OCEANO
